"OBJECTID","FNAME","CLASS","DESCRIPTIO","COORD_X","COORD_Y","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin0Name","admin0Pcod","rowcacode0","Pcod1_iso3","Pcod2_iso3","coords.x1","coords.x2","optional"
"11352","Kaidii Village",0,NA,-10.94274,7.03121,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-10.94274,7.03121000000004,TRUE
"11353","Karnwee",0,NA,-8.84847,7.03137,"Nimba","LR12","Leewehpea-Mahn","LR1209","Liberia","LR","LBR","LBR012","LBR012009",-8.84846999999996,7.03137000000004,TRUE
"11354","Bopeleeta",0,NA,-9.44716,7.03143,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.44715999999994,7.03143000000006,TRUE
"11355","Daniel",0,NA,-10.15085,7.03166,"Bong","LR02","Fuamah","LR0202","Liberia","LR","LBR","LBR002","LBR002002",-10.1508499999999,7.03166000000004,TRUE
"11356","Binda Ta",0,NA,-10.1877,7.03167,"Bong","LR02","Fuamah","LR0202","Liberia","LR","LBR","LBR002","LBR002002",-10.1876999999999,7.03167000000008,TRUE
"11357","Phebe Island",0,NA,-9.55033,7.03199,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.55032999999997,7.03199000000006,TRUE
"11358","Sarmah",0,NA,-10.54305,7.03209,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.5430499999999,7.03209000000004,TRUE
"11359","Mende",0,NA,-11.35434,7.03216,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.35434,7.03216000000003,TRUE
"11360","Tua Ta",0,NA,-9.88367,7.03224,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.88366999999994,7.03224000000006,TRUE
"11361","Danuwelleh-Ta",0,NA,-9.63829,7.0324,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.63828999999993,7.03240000000005,TRUE
"11362","Kaymay Ta",0,NA,-10.04657,7.03241,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-10.04657,7.03241000000003,TRUE
"11363","Wolo",0,NA,-9.39712,7.03241,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.39711999999997,7.03241000000003,TRUE
"11364","Malonkai",0,NA,-9.94967,7.03254,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.94966999999997,7.03254000000004,TRUE
"11365","Tulayala",0,NA,-10.57498,7.03269,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.5749799999999,7.03269000000006,TRUE
"11366","Tiaplay",0,NA,-8.43744,7.03275,"Nimba","LR12","Buu-Yao","LR1202","Liberia","LR","LBR","LBR012","LBR012002",-8.43743999999998,7.03275000000002,TRUE
"11367","Mankandor",0,NA,-11.32231,7.03289,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.32231,7.03289000000007,TRUE
"11368","Tokun Ta",0,NA,-9.86649,7.03298,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.86648999999994,7.03298000000007,TRUE
"11369","Binpea",0,NA,-8.46815,7.033,"Nimba","LR12","Buu-Yao","LR1202","Liberia","LR","LBR","LBR012","LBR012002",-8.46814999999998,7.03300000000007,TRUE
"11370","Gbarnmo Ta",0,NA,-9.9293,7.03311,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.92929999999996,7.03311000000002,TRUE
"11371","Kpinkpah-Ta",0,NA,-9.68585,7.03334,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.68584999999996,7.03334000000007,TRUE
"11372","Karney Ta",0,NA,-9.97466,7.03336,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.97465999999997,7.03336000000007,TRUE
"11373","Johnny Kporyorquelleh-Ta",0,NA,-9.65517,7.03347,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.65516999999994,7.03347000000002,TRUE
"11374","Yeama",0,NA,-9.44,7.03359,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.43999999999994,7.03359000000006,TRUE
"11375","William Winnie Ta",0,NA,-10.03739,7.0337,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-10.03739,7.03370000000007,TRUE
"11376","Yarluah",0,NA,-9.68202,7.03375,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.68201999999997,7.03375000000005,TRUE
"11377","Momo Seh Village",0,NA,-10.7631,7.03389,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.7631,7.03389000000004,TRUE
"11378","Kande Village",0,NA,-11.1644,7.03409,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-11.1643999999999,7.03409000000005,TRUE
"11379","Yakage",0,NA,-11.30663,7.03453,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.3066299999999,7.03453000000007,TRUE
"11380","Germnan Ta",0,NA,-10.04283,7.03465,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-10.04283,7.03465000000006,TRUE
"11381","Boimalorne",0,NA,-10.70753,7.0348,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.70753,7.03480000000008,TRUE
"11382","Hilton Farm",0,NA,-10.85295,7.03515,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.85295,7.03515000000004,TRUE
"11383","Genekawoeyea",0,NA,-9.71852,7.03564,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.71851999999996,7.03564000000006,TRUE
"11384","Medina # 1",0,NA,-10.50494,7.03586,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.50494,7.03586000000007,TRUE
"11385","Boimu",0,NA,-10.59188,7.03588,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.5918799999999,7.03588000000002,TRUE
"11386","Jimmy Farm",0,NA,-9.26537,7.03599,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.26536999999996,7.03599000000003,TRUE
"11387","Mawanna Village",0,NA,-11.18262,7.03613,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-11.1826199999999,7.03613000000007,TRUE
"11388","Jarmue Village",0,NA,-9.33452,7.03636,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.33451999999994,7.03636000000006,TRUE
"11389","Kollie-Ta",0,NA,-9.35144,7.03644,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.35143999999997,7.03644000000003,TRUE
"11390","Gonnelor",0,NA,-11.25709,7.03652,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.2570899999999,7.03652000000005,TRUE
"11391","Jarmamu",0,NA,-9.67805,7.03701,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.67804999999993,7.03701000000007,TRUE
"11392","Gboe-Ta",0,NA,-9.67975,7.03707,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.67974999999996,7.03707000000003,TRUE
"11393","Lewis Estate",0,NA,-9.54921,7.03716,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.54920999999996,7.03716000000003,TRUE
"11394","Roduph Johnson Farm",0,NA,-10.85627,7.03722,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.8562699999999,7.03722000000005,TRUE
"11395","Gbar",0,NA,-10.826,7.0376,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.826,7.03760000000005,TRUE
"11396","Velenai",0,NA,-9.32153,7.03792,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.32152999999994,7.03792000000004,TRUE
"11397","Stephen Ta",0,NA,-9.97668,7.03805,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.97667999999993,7.03805000000006,TRUE
"11398","Galai",0,NA,-9.28814,7.03808,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.28813999999994,7.03808000000004,TRUE
"11399","Kpolormu",0,NA,-10.09028,7.03822,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-10.09028,7.03822000000002,TRUE
"11400","David",0,NA,-9.35665,7.03822,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.35664999999995,7.03822000000002,TRUE
"11401","Weasay",0,NA,-10.98797,7.03831,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-10.98797,7.03831000000002,TRUE
"11402","Johnson G. Mulbah Farm",0,NA,-9.46612,7.03865,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.46611999999993,7.03865000000008,TRUE
"11403","Medina # 2",0,NA,-10.51427,7.03869,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.51427,7.03869000000003,TRUE
"11404","Peter Verlin",0,NA,-9.65261,7.03876,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.65260999999998,7.03876000000002,TRUE
"11405","Rubber Farm",0,NA,-10.86291,7.03884,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.8629099999999,7.03884000000005,TRUE
"11406","Zuana Village",0,NA,-11.02878,7.03905,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-11.0287799999999,7.03905000000003,TRUE
"11407","Kula Village",0,NA,-9.33259,7.03911,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.33258999999993,7.03911000000005,TRUE
"11408","Massquoi Community",0,NA,-9.54411,7.03918,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.54410999999993,7.03918000000004,TRUE
"11409","Kormahpa",0,NA,-9.08833,7.03942,"Nimba","LR12","Meinpea-Mahn","LR1210","Liberia","LR","LBR","LBR012","LBR012010",-9.08832999999993,7.03942000000006,TRUE
"11410","Jerry Ta",0,NA,-9.8854,7.03946,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.88539999999995,7.03946000000008,TRUE
"11411","Bahnplay Village",0,NA,-8.62816,7.03972,"Nimba","LR12","Gbor","LR1207","Liberia","LR","LBR","LBR012","LBR012007",-8.62815999999998,7.03972000000005,TRUE
"11412","J.B.Tucker Farm",0,NA,-9.46458,7.04001,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.46457999999996,7.04001000000005,TRUE
"11413","Jarwajah Dandia",0,NA,-10.91767,7.04007,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-10.9176699999999,7.04007000000007,TRUE
"11414","Waikayah",0,NA,-9.21606,7.04007,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.21605999999997,7.04007000000007,TRUE
"11415","Jimmy Village",0,NA,-10.76443,7.04049,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.7644299999999,7.04049000000003,TRUE
"11416","Konakpauma",0,NA,-10.6181,7.04057,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.6181,7.04057000000006,TRUE
"11417","Wehyeepea",0,NA,-8.8557,7.04059,"Nimba","LR12","Leewehpea-Mahn","LR1209","Liberia","LR","LBR","LBR012","LBR012009",-8.85569999999996,7.04059000000007,TRUE
"11418","Kamara",0,NA,-11.26202,7.04084,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.2620199999999,7.04084000000006,TRUE
"11419","Sammy Community",0,NA,-9.53286,7.04161,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.53285999999997,7.04161000000005,TRUE
"11420","Tiasonnoh",0,NA,-9.03796,7.04164,"Nimba","LR12","Meinpea-Mahn","LR1210","Liberia","LR","LBR","LBR012","LBR012010",-9.03795999999994,7.04164000000003,TRUE
"11421","Kpendekor",0,NA,-11.27857,7.04201,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.2785699999999,7.04201000000006,TRUE
"11422","Gbonokalai",0,NA,-10.0662,7.04218,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-10.0662,7.04218000000003,TRUE
"11423","Mulbah Tokpa",0,NA,-9.35906,7.0422,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.35905999999994,7.04220000000004,TRUE
"11424","Moibaya",0,NA,-11.28202,7.04225,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.2820199999999,7.04225000000002,TRUE
"11425","Cuttington Compound",0,NA,-9.55482,7.04235,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.55481999999995,7.04235000000006,TRUE
"11426","Fassah",0,NA,-11.30363,7.04244,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.3036299999999,7.04244000000006,TRUE
"11427","Gbalasua",0,NA,-10.87767,7.0425,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.87767,7.04250000000008,TRUE
"11428","Tomgbolor",0,NA,-9.64903,7.04271,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.64902999999993,7.04271000000006,TRUE
"11429","Bandi Village",0,NA,-10.71603,7.043,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.7160299999999,7.04300000000006,TRUE
"11430","Gwenyeama",0,NA,-9.36974,7.043,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.36973999999998,7.04300000000006,TRUE
"11431","Samuka",0,NA,-10.53777,7.04314,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.53777,7.04314000000005,TRUE
"11432","Melekei A.",0,NA,-9.51834,7.04322,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.51833999999997,7.04322000000008,TRUE
"11433","Belekorma",0,NA,-9.39734,7.04345,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.39733999999993,7.04345000000006,TRUE
"11434","Parker",0,NA,-10.86513,7.04352,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.86513,7.04352000000006,TRUE
"11435","Cooper Farm",0,NA,-9.25972,7.04356,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.25971999999996,7.04356000000007,TRUE
"11436","Nyailowai",0,NA,-10.09074,7.04362,"Gbarpolu","LR03","Gounwolaila","LR0305","Liberia","LR","LBR","LBR003","LBR003005",-10.0907399999999,7.04362000000003,TRUE
"11437","Yeanay ta",0,NA,-9.21319,7.04366,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.21318999999994,7.04366000000005,TRUE
"11438","Gbonah",0,NA,-9.30947,7.044,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.30946999999998,7.04400000000004,TRUE
"11439","Gomenikorma",0,NA,-9.3433,7.04416,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.34329999999994,7.04416000000003,TRUE
"11440","Wakai",0,NA,-9.3501,7.04418,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.35009999999994,7.04418000000004,TRUE
"11441","Goll Community",0,NA,-9.54294,7.04421,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.54293999999993,7.04421000000002,TRUE
"11442","Daynuahpa",0,NA,-8.72223,7.04426,"Nimba","LR12","Zoe-Gbao","LR1217","Liberia","LR","LBR","LBR012","LBR012017",-8.72222999999997,7.04426000000007,TRUE
"11443","Carpenter",0,NA,-9.34829,7.04431,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.34828999999996,7.04431000000005,TRUE
"11444","Gorlay (Gorwee)",0,NA,-8.76028,7.04436,"Nimba","LR12","Zoe-Gbao","LR1217","Liberia","LR","LBR","LBR012","LBR012017",-8.76027999999997,7.04436000000004,TRUE
"11445","Gabasula",0,NA,-10.65113,7.04442,"Gbarpolu","LR03","Bopolu","LR0303","Liberia","LR","LBR","LBR003","LBR003003",-10.65113,7.04442000000006,TRUE
"11446","Yangaya",0,NA,-10.76098,7.04508,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.76098,7.04508000000004,TRUE
"11447","Ghanaglay",0,NA,-8.35608,7.04514,"Nimba","LR12","Twan River","LR1212","Liberia","LR","LBR","LBR012","LBR012012",-8.35607999999996,7.04514000000006,TRUE
"11448","Cassel Village",0,NA,-10.76095,7.04516,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.76095,7.04516000000007,TRUE
"11449","Gadiyamie",0,NA,-11.28192,7.04528,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.28192,7.04528000000005,TRUE
"11450","Kapeta",0,NA,-9.22839,7.04544,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.22838999999993,7.04544000000004,TRUE
"11451","Nakpala",0,NA,-9.35724,7.04566,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.35723999999993,7.04566000000005,TRUE
"11452","Rlantuo",0,NA,-8.62073,7.04576,"Nimba","LR12","Gbor","LR1207","Liberia","LR","LBR","LBR012","LBR012007",-8.62072999999998,7.04576000000003,TRUE
"11453","Tomato Camp",0,NA,-9.25549,7.04598,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.25548999999995,7.04598000000004,TRUE
"11454","Molonkpangai",0,NA,-10.11569,7.04609,"Bong","LR02","Fuamah","LR0202","Liberia","LR","LBR","LBR002","LBR002002",-10.11569,7.04609000000005,TRUE
"11455","Konnehla",0,NA,-10.86898,7.04632,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.86898,7.04632000000004,TRUE
"11456","Gbeyansu (Delta)",0,NA,-9.88762,7.04635,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.88761999999997,7.04635000000007,TRUE
"11457","Lamadine",0,NA,-9.90089,7.04657,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.90088999999995,7.04657000000003,TRUE
"11458","Dasalamu",0,NA,-11.30639,7.0466,"Grand Cape Mount","LR05","Tewor","LR0505","Liberia","LR","LBR","LBR005","LBR005005",-11.30639,7.04660000000007,TRUE
"11459","Diemenim",0,NA,-9.48218,7.04671,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.48217999999997,7.04671000000008,TRUE
"11460","Bassa",0,NA,-10.90074,7.0468,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.9007399999999,7.04680000000008,TRUE
"11461","George Cooper Ta",0,NA,-10.04509,7.04684,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-10.04509,7.04684000000003,TRUE
"11462","Willie-Ta",0,NA,-9.61287,7.04726,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.61286999999993,7.04726000000005,TRUE
"11463","Molekpanala",0,NA,-9.91609,7.04752,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.91608999999994,7.04752000000008,TRUE
"11464","Kernemu (B)",0,NA,-9.91116,7.04774,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.91115999999994,7.04774000000003,TRUE
"11465","Nonyea",0,NA,-9.33233,7.04775,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.33232999999996,7.04775000000006,TRUE
"11466","Nywah",0,NA,-9.24615,7.04783,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.24614999999994,7.04783000000003,TRUE
"11467","Duanpea",0,NA,-8.65038,7.04794,"Nimba","LR12","Zoe-Gbao","LR1217","Liberia","LR","LBR","LBR012","LBR012017",-8.65037999999993,7.04794000000004,TRUE
"11468","Rain Bow Orphanage Home",0,NA,-9.47156,7.04817,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.47155999999995,7.04817000000003,TRUE
"11469","David Sando-Ta",0,NA,-9.65174,7.04836,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.65173999999996,7.04836000000006,TRUE
"11470","Youth Mision",0,NA,-9.2374,7.04845,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.23739999999998,7.04845000000006,TRUE
"11471","Tiayee",0,NA,-9.06341,7.04851,"Nimba","LR12","Meinpea-Mahn","LR1210","Liberia","LR","LBR","LBR012","LBR012010",-9.06340999999998,7.04851000000002,TRUE
"11472","Panoe",0,NA,-10.90838,7.04915,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-10.90838,7.04915000000005,TRUE
"11473","William Ta",0,NA,-9.7137,7.04925,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.71369999999996,7.04925000000003,TRUE
"11474","Plato Town",0,NA,-9.55475,7.04926,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.55474999999996,7.04926000000006,TRUE
"11475","Tesshea Farm",0,NA,-9.24276,7.04931,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.24275999999998,7.04931000000005,TRUE
"11476","Lorma",0,NA,-9.3771,7.04932,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.37709999999993,7.04932000000002,TRUE
"11477","Koryah (B)",0,NA,-9.47001,7.04947,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.47000999999995,7.04947000000004,TRUE
"11478","Tokpa-Teh-Ta",0,NA,-9.67843,7.04953,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.67842999999993,7.04953000000006,TRUE
"11479","Koryah (A)",0,NA,-9.46833,7.04956,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.46832999999998,7.04956000000004,TRUE
"11480","Zainplay",0,NA,-8.68497,7.04958,"Nimba","LR12","Zoe-Gbao","LR1217","Liberia","LR","LBR","LBR012","LBR012017",-8.68496999999996,7.04958000000005,TRUE
"11481","Camsue Ta",0,NA,-9.98228,7.04983,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.98227999999995,7.04983000000004,TRUE
"11482","Howard Farm",0,NA,-9.24229,7.04984,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.24228999999997,7.04984000000007,TRUE
"11483","Tiayee",3,"Capital of District",-9.06667,7.05,"Nimba","LR12","Meinpea-Mahn","LR1210","Liberia","LR","LBR","LBR012","LBR012010",-9.06666999999993,7.05000000000007,TRUE
"11484","Zoe Luapa",0,NA,-8.78415,7.05007,"Nimba","LR12","Zoe-Gbao","LR1217","Liberia","LR","LBR","LBR012","LBR012017",-8.78414999999995,7.05007000000006,TRUE
"11485","Kpelleh Village",0,NA,-11.09514,7.05014,"Grand Cape Mount","LR05","Golakonneh","LR0503","Liberia","LR","LBR","LBR005","LBR005003",-11.09514,7.05014000000006,TRUE
"11486","Zulo",0,NA,-10.25549,7.05017,"Bong","LR02","Fuamah","LR0202","Liberia","LR","LBR","LBR002","LBR002002",-10.25549,7.05017000000004,TRUE
"11487","Yeakomue",0,NA,-9.76782,7.0502,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.76781999999997,7.05020000000007,TRUE
"11488","Karyeaplay",0,NA,-8.59917,7.05031,"Nimba","LR12","Zoe-Gbao","LR1217","Liberia","LR","LBR","LBR012","LBR012017",-8.59916999999996,7.05031000000002,TRUE
"11489","Miaplay Bonnah",0,NA,-8.70252,7.05041,"Nimba","LR12","Zoe-Gbao","LR1217","Liberia","LR","LBR","LBR012","LBR012017",-8.70251999999994,7.05041000000006,TRUE
"11490","Dorbor Village",0,NA,-10.79125,7.05079,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.7912499999999,7.05079000000006,TRUE
"11491","Germue",0,NA,-9.36983,7.05112,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.36982999999998,7.05112000000003,TRUE
"11492","Gbugolah",0,NA,-8.44066,7.05121,"Nimba","LR12","Buu-Yao","LR1202","Liberia","LR","LBR","LBR012","LBR012002",-8.44065999999998,7.05121000000003,TRUE
"11493","Kulodon",0,NA,-9.38243,7.05126,"Bong","LR02","Jorquelleh","LR0203","Liberia","LR","LBR","LBR002","LBR002003",-9.38242999999994,7.05126000000007,TRUE
"11494","Bonda Village",0,NA,-10.80233,7.05138,"Gbarpolu","LR03","Gbarma","LR0304","Liberia","LR","LBR","LBR003","LBR003004",-10.8023299999999,7.05138000000005,TRUE
"11495","Folah",0,NA,-9.23712,7.05154,"Bong","LR02","Kpaai","LR0205","Liberia","LR","LBR","LBR002","LBR002005",-9.23711999999995,7.05154000000005,TRUE
"11496","Jorla",0,NA,-9.97455,7.05179,"Bong","LR02","Sanoyeah","LR0208","Liberia","LR","LBR","LBR002","LBR002008",-9.97454999999997,7.05179000000004,TRUE
"11497","Donfah-Ta",0,NA,-9.66262,7.05201,"Bong","LR02","Suakoko","LR0209","Liberia","LR","LBR","LBR002","LBR002009",-9.66261999999995,7.05201000000005,TRUE
